Player,Team,Nation,Pos,Age,MP,Starts_x,Min,Ast_x,G-PK,PKatt_x,CrdY,CrdR,xG_x,npxG_x,xAG_x,PrgC_x,PrgP_x,PrgR_x,Ast_x,G-PK,G+A-PK,xG_x,xAG_x,xG+xAG,npxG_x,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_y,PKA,PKsv,PKm,Save%,Gls,Sh_x,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_x,PK,PKatt,xG_y,npxG_y,npxG/Sh,G-xG,np:G-xG,Cmp_x,Att_x,Cmp%,TotDist_x,PrgDist_x,Cmp_x,Att_x,Cmp%,Cmp_x,Att_x,Cmp%,Cmp_x,Att_x,Cmp%,Ast_y,xAG_y,xA,A-xAG,KP,1/3_x,PPA,CrsPA,PrgP_y,Live_x,Dead,FK_y,TB,Sw,Crs_x,TI,CK,In,Out,Str,Off_x,Blocks_x,SCA,SCA90,PassLive,PassDead,TO,Sh_y,Fld_x,Def,GCA,GCA90,PassLive,PassDead,TO,Sh_y,Fld_x,Def,Tkl,TklW,Def 3rd_x,Mid 3rd_x,Att 3rd_x,Tkl,Att_y,Tkl%,Lost_x,Blocks_y,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd_y,Mid 3rd_y,Att 3rd_y,Att Pen,Live_y,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_y,PrgDist_y,PrgC_y,1/3_y,CPA,Mis,Dis,Rec,PrgR_y,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,onxG,onxGA,Fls,Fld_y,Off_y,OG,Recov,Won,Lost_y,Won%
Fabio Vieira,Arsenal,pt POR,"MF,FW",23,11,2,297,2,0,1,0,1,1.3,0.5,1.6,12,15,30,0.61,0.00,0.61,0.38,0.49,0.87,0.14,,,,,,,,,,,,,,,,1,6,1,16.7,1.82,0.30,0.00,0.00,18.0,0,1,1,1.3,0.5,0.08,-0.3,-0.5,122,150,81.3,1969,421,67,75,89.3,44,53,83.0,9,17,52.9,2,1.6,0.8,+0.4,5,12,6,1,15,137,12,3,3,2,15,0,8,3,0,0,1,1,12,3.64,7,1,0,1,3,0,5,1.52,1,1,0,0,3,0,3,2,2,0,1,3,3,100.0,0,0,0,0,2,5,2,0,184,2,14,76,97,20,183,9,2,22.2,6,66.7,111,561,298,12,3,6,7,5,141,30,62,0,9,19,13,2.36,11,2,8.2,1.8,8,10,2,0,16,1,0,100.0
Facundo Buonanotte,Brighton,ar ARG,"FW,MF",18,27,17,"1,364",1,3,0,7,0,2.4,2.4,1.8,23,42,69,0.07,0.20,0.26,0.16,0.12,0.28,0.16,,,,,,,,,,,,,,,,3,21,8,38.1,1.39,0.53,0.14,0.38,16.8,0,0,0,2.4,2.4,0.11,+0.6,+0.6,404,478,84.5,5038,1028,270,306,88.2,95,109,87.2,9,15,60.0,1,1.8,1.2,-0.8,18,26,14,1,42,467,11,6,1,1,6,3,1,1,0,0,0,9,38,2.51,26,1,2,3,5,1,2,0.13,2,0,0,0,0,0,42,22,13,22,7,14,44,31.8,30,22,3,19,8,50,5,0,673,21,91,316,277,35,673,52,18,34.6,28,53.8,421,2342,898,23,25,8,42,33,480,69,65,1,10,25,6,1.19,18,19,23.2,21.1,34,41,3,0,66,6,16,27.3
Facundo Pellistri,Manchester Utd,uy URU,"FW,MF",21,9,1,172,1,0,0,0,0,0.7,0.7,0.1,6,6,31,0.52,0.00,0.52,0.38,0.05,0.43,0.38,,,,,,,,,,,,,,,,0,4,2,50.0,2.09,1.05,0.00,0.00,11.5,0,0,0,0.7,0.7,0.18,-0.7,-0.7,60,79,75.9,675,146,47,53,88.7,11,17,64.7,0,0,N/a,1,0.1,0.4,+0.9,1,4,2,0,6,78,0,0,0,0,4,0,0,0,0,0,1,5,3,1.57,2,0,0,0,1,0,1,0.52,1,0,0,0,0,0,5,3,4,1,0,1,3,33.3,2,7,1,6,1,6,5,0,117,5,23,37,58,13,117,11,5,45.5,4,36.4,74,482,185,6,7,4,4,4,79,31,60,0,8,14,11,1.11,2,2,3.2,3.7,4,6,0,0,11,6,4,60.0
Felipe,Nott'ham Forest,br BRA,DF,34,7,4,375,0,0,0,4,0,0.1,0.1,0.1,1,6,0,0.00,0.00,0.00,0.03,0.01,0.04,0.03,,,,,,,,,,,,,,,,0,3,0,0.0,0.72,0.00,0.00,N/a,16.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,183,215,85.1,3654,1412,61,70,87.1,97,105,92.4,21,33,63.6,0,0.1,0.0,-0.1,2,10,0,0,6,206,8,7,0,1,0,1,0,0,0,0,1,1,4,0.97,2,0,0,1,0,1,0,0.00,0,0,0,0,0,0,12,9,9,3,0,9,12,75.0,3,4,1,3,4,16,12,0,257,22,133,116,9,4,257,2,1,50.0,1,50.0,147,692,361,1,1,0,3,1,156,0,75,2,3,25,5,0.75,4,11,5.7,6.3,10,2,0,0,20,14,6,70.0
Frank Onyeka,Brentford,ng NGA,MF,25,26,11,"1,161",2,1,0,8,0,2.2,2.2,1.8,17,33,39,0.16,0.08,0.23,0.17,0.14,0.31,0.17,,,,,,,,,,,,,,,,1,22,9,40.9,1.71,0.70,0.05,0.11,17.4,0,0,0,2.2,2.2,0.10,-1.2,-1.2,299,396,75.5,4662,1127,159,181,87.8,114,152,75.0,18,35,51.4,2,1.8,1.4,+0.2,12,23,11,5,33,389,6,2,2,0,16,4,0,0,0,0,1,13,32,2.48,22,0,2,3,4,1,1,0.08,0,0,0,1,0,0,37,24,9,23,5,16,29,55.2,13,15,7,8,23,60,17,0,585,32,128,290,177,28,585,29,11,37.9,14,48.3,325,1624,593,17,15,4,33,12,336,39,78,3,15,20,4,0.85,17,27,22.8,21.7,24,31,4,0,73,10,23,30.3
Fred Onyedinma,Luton Town,eng ENG,"DF,MF",26,8,4,407,0,0,0,1,0,0.2,0.2,0.1,9,6,21,0.00,0.00,0.00,0.04,0.02,0.06,0.04,,,,,,,,,,,,,,,,0,5,2,40.0,1.11,0.44,0.00,0.00,12.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2,91,135,67.4,1431,352,45,58,77.6,42,61,68.9,2,7,28.6,0,0.1,0.1,-0.1,2,4,2,1,6,97,38,1,0,0,13,37,0,0,0,0,0,7,5,1.11,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,10,6,7,3,0,5,12,41.7,7,3,0,3,1,11,13,0,198,13,55,69,76,16,198,11,2,18.2,8,72.7,85,514,219,9,6,4,12,10,90,21,76,0,4,26,1,0.50,6,14,2.8,10.9,10,6,0,0,10,8,6,57.1
Fábio Silva,Wolves,pt POR,FW,21,8,3,264,0,0,0,2,0,1.0,1.0,0.2,5,10,13,0.00,0.00,0.00,0.35,0.07,0.42,0.35,,,,,,,,,,,,,,,,0,7,3,42.9,2.39,1.02,0.00,0.00,13.8,0,0,0,1.0,1.0,0.15,-1.0,-1.0,61,76,80.3,779,174,37,43,86.0,16,18,88.9,1,4,25.0,0,0.2,0.1,-0.2,4,7,0,0,10,72,4,1,1,0,0,1,0,0,0,0,0,0,9,3.08,6,0,1,1,1,0,0,0.00,0,0,0,0,0,0,7,4,3,4,0,2,3,66.7,1,1,0,1,2,9,0,0,118,4,24,55,44,12,118,8,2,25.0,5,62.5,66,437,186,5,5,1,12,4,69,13,67,0,5,13,9,0.88,2,8,3.5,7.5,8,4,5,0,15,2,5,28.6
Gabriel Jesus,Arsenal,br BRA,FW,26,27,17,"1,478",5,4,0,6,0,6.3,6.3,3.8,38,42,155,0.30,0.24,0.55,0.39,0.23,0.62,0.39,,,,,,,,,,,,,,,,4,55,19,34.5,3.35,1.16,0.07,0.21,12.2,0,0,0,6.3,6.3,0.12,-2.3,-2.3,403,513,78.6,5315,971,259,306,84.6,111,140,79.3,10,16,62.5,5,3.8,3.2,+1.2,29,18,19,1,42,482,23,2,8,2,9,6,0,0,0,0,8,18,59,3.59,37,1,9,5,3,4,8,0.49,4,1,1,1,1,0,24,17,11,5,8,5,18,27.8,13,23,1,22,13,37,12,0,782,16,75,247,472,139,782,75,35,46.7,30,40.0,489,2654,1146,38,21,25,61,38,567,155,78,4,10,16,3,2.19,29,11,31.3,11.4,26,32,16,0,59,15,38,28.3
Gabriel Magalhães,Arsenal,br BRA,DF,25,36,34,"3,044",0,4,0,4,0,4.3,4.3,0.7,13,117,8,0.00,0.12,0.12,0.13,0.02,0.15,0.13,,,,,,,,,,,,,,,,4,31,10,32.3,0.92,0.30,0.13,0.40,7.9,0,0,0,4.3,4.3,0.14,-0.3,-0.3,1914,2157,88.7,32123,10388,841,885,95.0,942,1013,93.0,108,199,54.3,0,0.7,0.7,-0.7,3,143,9,1,117,2030,122,53,2,4,4,4,0,0,0,0,5,22,23,0.68,20,1,0,1,0,1,3,0.09,3,0,0,0,0,0,48,28,24,22,2,17,22,77.3,5,44,33,11,31,79,100,1,2447,321,1049,1176,234,42,2447,5,2,40.0,2,40.0,1447,6001,3455,13,37,1,12,3,1702,8,89,32,2,13,2,2.36,78,26,65.0,25.7,35,34,1,1,136,77,62,55.4
Gabriel Martinelli,Arsenal,br BRA,FW,22,35,24,"2,019",4,6,0,1,0,6.8,6.8,6.1,127,65,345,0.18,0.27,0.45,0.31,0.27,0.58,0.31,,,,,,,,,,,,,,,,6,58,20,34.5,2.59,0.89,0.10,0.30,15.6,0,0,0,6.8,6.8,0.12,-0.8,-0.8,724,929,77.9,11003,2008,424,490,86.5,237,292,81.2,47,85,55.3,4,6.1,5.2,-2.1,46,22,33,7,65,878,49,3,3,3,109,11,35,30,0,0,2,29,92,4.10,63,6,12,8,1,2,11,0.49,7,1,1,2,0,0,30,24,9,12,9,13,32,40.6,19,23,1,22,5,35,9,1,1241,12,96,315,844,196,1241,114,40,35.1,61,53.5,856,5863,2981,127,49,82,54,41,956,345,74,4,11,22,0,2.34,52,23,43.8,14.5,23,24,9,0,95,15,26,36.6
Gabriel Osho,Luton Town,ng NGA,DF,24,21,21,"1,846",0,2,0,3,0,1.1,1.1,0.1,10,37,4,0.00,0.10,0.10,0.05,0.01,0.06,0.05,,,,,,,,,,,,,,,,2,10,2,20.0,0.49,0.10,0.20,1.00,14.8,0,0,0,1.1,1.1,0.11,+0.9,+0.9,580,706,82.2,10931,4019,195,222,87.8,342,384,89.1,41,87,47.1,0,0.1,0.2,-0.1,2,30,3,1,37,697,8,8,0,1,3,0,0,0,0,0,1,3,8,0.39,7,0,1,0,0,0,3,0.15,3,0,0,0,0,0,41,22,21,19,1,16,27,59.3,11,37,20,17,31,72,92,0,968,179,535,384,60,20,968,12,7,58.3,5,41.7,461,2186,1100,10,9,1,12,10,482,4,88,19,0,N/a,1,0.81,31,47,23.1,43.6,23,14,1,0,103,36,36,50.0
George Baldock,Sheffield Utd,gr GRE,DF,30,13,11,969,1,0,0,4,0,0.0,0.0,0.8,9,31,24,0.09,0.00,0.09,0.00,0.07,0.08,0.00,,,,,,,,,,,,,,,,0,1,0,0.0,0.09,0.00,0.00,N/a,22.2,0,0,0,0.0,0.0,0.02,0.0,0.0,291,397,73.3,4602,1810,169,191,88.5,100,124,80.6,18,52,34.6,1,0.8,0.6,+0.2,7,18,11,4,31,335,60,2,0,0,18,58,0,0,0,0,2,18,16,1.49,10,3,2,0,1,0,2,0.19,1,0,0,0,1,0,18,10,10,7,1,6,15,40.0,9,14,8,6,10,28,33,0,505,66,200,192,116,9,505,11,6,54.5,4,36.4,238,988,463,9,3,4,9,9,258,24,82,9,2,33,1,0.54,11,21,9.3,21.8,19,14,1,0,44,13,13,50.0
Gio Reyna,Nott'ham Forest,us USA,"FW,MF",20,9,2,235,1,0,0,0,0,0.3,0.3,0.5,3,12,14,0.38,0.00,0.38,0.11,0.18,0.29,0.11,,,,,,,,,,,,,,,,0,5,2,40.0,1.91,0.77,0.00,0.00,21.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3,118,140,84.3,1768,374,69,74,93.2,40,45,88.9,7,13,53.8,1,0.5,0.4,+0.5,7,5,2,0,12,129,9,4,0,0,8,1,4,3,1,0,2,3,12,4.60,9,1,1,0,0,1,2,0.77,1,1,0,0,0,0,7,3,4,0,3,3,6,50.0,3,3,0,3,2,9,0,0,173,2,18,71,84,12,173,7,3,42.9,4,57.1,83,327,101,3,2,2,8,4,121,14,61,0,7,16,4,0.67,3,3,3.7,2.0,3,2,0,0,14,7,9,43.8
Giovani Lo Celso,Tottenham,ar ARG,MF,27,22,4,506,2,2,0,2,0,0.6,0.6,1.9,25,68,29,0.36,0.36,0.71,0.10,0.34,0.45,0.10,,,,,,,,,,,,,,,,2,13,6,46.2,2.31,1.07,0.15,0.33,21.7,0,0,0,0.6,0.6,0.04,+1.4,+1.4,449,503,89.3,6799,2073,244,260,93.8,153,165,92.7,33,45,73.3,2,1.9,1.9,+0.1,18,44,14,3,68,466,32,23,2,0,13,2,7,5,0,0,5,8,28,4.96,22,2,1,2,1,0,3,0.53,3,0,0,0,0,0,22,13,10,8,4,9,14,64.3,5,4,1,3,5,27,2,0,570,13,85,292,201,19,570,14,8,57.1,3,21.4,361,1891,946,25,20,0,12,7,456,29,78,0,18,11,6,1.32,12,12,12.6,12.5,12,26,1,0,46,1,5,16.7
Gonzalo Montiel,Nott'ham Forest,ar ARG,DF,26,14,8,801,2,0,0,5,0,0.1,0.1,1.4,10,28,32,0.22,0.00,0.22,0.01,0.15,0.17,0.01,,,,,,,,,,,,,,,,0,3,0,0.0,0.34,0.00,0.00,N/a,18.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,292,386,75.6,4600,1986,155,172,90.1,112,154,72.7,16,38,42.1,2,1.4,0.9,+0.6,9,22,9,1,28,328,57,6,1,0,16,51,0,0,0,0,1,9,15,1.69,14,0,0,1,0,0,2,0.22,2,0,0,0,0,0,22,19,12,8,2,16,29,55.2,13,8,3,5,9,31,31,1,473,47,175,185,117,13,473,1,1,100.0,0,0.0,210,932,577,10,10,1,7,3,239,32,77,2,6,32,10,1.29,13,11,13.5,11.1,6,1,2,0,42,12,8,60.0
Guglielmo Vicario,Tottenham,it ITA,GK,26,38,38,"3,420",0,0,0,2,0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61,1.61,167,109,67.7,20,6,12,7,18.4,7,7,0,0,0.0,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,1335,1569,85.1,25924,15175,445,448,99.3,748,766,97.7,133,340,39.1,0,0.0,0.0,0.0,0,5,0,0,3,1272,292,91,0,0,0,0,0,0,0,0,5,1,2,0.05,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,31,2,1680,1252,1664,17,0,0,1680,0,0,N/a,0,N/a,1029,4528,2573,0,0,0,0,0,986,0,90,38,0,N/a,0,1.74,74,61,68.2,63.4,0,8,0,0,61,21,1,95.5
Gustavo Hamer,Sheffield Utd,nl NED,MF,26,36,34,"2,910",6,4,0,9,0,3.0,3.0,6.1,36,135,86,0.19,0.12,0.31,0.09,0.19,0.28,0.09,,,,,,,,,,,,,,,,4,49,13,26.5,1.52,0.40,0.08,0.31,23.5,6,0,0,3.0,3.0,0.06,+1.0,+1.0,754,1102,68.4,12591,4875,371,449,82.6,266,346,76.9,80,222,36.0,6,6.1,4.6,-0.1,70,94,37,7,135,945,152,43,5,9,115,1,78,45,22,4,5,27,116,3.59,73,22,10,7,4,0,12,0.37,9,1,2,0,0,0,39,21,17,15,7,16,59,27.1,43,33,9,24,29,68,35,0,1402,63,285,648,485,44,1402,58,28,48.3,28,48.3,621,3307,1568,36,26,13,37,17,760,86,83,18,2,39,0,0.44,31,83,34.0,62.5,50,17,6,0,162,6,16,27.3
Hannes Delcroix,Burnley,be BEL,DF,24,12,5,589,0,0,0,2,0,0.4,0.4,0.2,2,18,6,0.00,0.00,0.00,0.05,0.03,0.09,0.05,,,,,,,,,,,,,,,,0,4,2,50.0,0.61,0.31,0.00,0.00,11.2,0,0,0,0.4,0.4,0.09,-0.4,-0.4,300,350,85.7,4932,1666,145,155,93.5,135,154,87.7,16,31,51.6,0,0.2,0.1,-0.2,4,24,3,2,18,320,29,3,0,0,5,26,0,0,0,0,1,2,7,1.07,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,10,6,6,4,0,3,4,75.0,1,9,3,6,9,19,26,0,419,42,175,204,40,4,419,6,3,50.0,2,33.3,241,847,451,2,2,0,5,3,268,6,86,4,7,23,10,0.67,6,25,6.3,16.1,6,0,0,0,29,8,9,47.1
Hannibal Mejbri,Manchester Utd,tn TUN,"MF,FW",20,5,1,133,0,1,0,1,0,0.0,0.0,0.4,2,6,10,0.00,0.68,0.68,0.02,0.25,0.27,0.02,,,,,,,,,,,,,,,,1,1,1,100.0,0.68,0.68,1.00,1.00,28.7,0,0,0,0.0,0.0,0.03,+1.0,+1.0,31,38,81.6,442,143,21,21,100.0,7,9,77.8,3,6,50.0,0,0.4,0.5,-0.4,2,6,1,0,6,37,1,1,2,0,1,0,0,0,0,0,0,2,6,4.06,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,3,3,1,2,0,1,3,33.3,2,1,1,0,0,3,0,0,59,2,12,30,19,3,59,5,2,40.0,1,20.0,35,156,74,2,0,0,7,4,34,10,90,1,4,11,9,2.00,2,1,1.4,3.0,5,6,1,0,10,2,4,33.3
Harrison Reed,Fulham,eng ENG,MF,28,27,15,"1,325",2,0,0,6,0,0.3,0.3,1.1,10,56,40,0.14,0.00,0.14,0.02,0.07,0.09,0.02,,,,,,,,,,,,,,,,0,9,2,22.2,0.61,0.14,0.00,0.00,23.6,1,0,0,0.3,0.3,0.03,-0.3,-0.3,627,748,83.8,9667,2279,306,341,89.7,263,298,88.3,33,51,64.7,2,1.1,1.5,+0.9,14,40,15,2,56,702,46,23,2,0,19,7,5,2,3,0,0,24,29,1.97,25,3,0,0,1,0,5,0.34,3,2,0,0,0,0,29,18,9,17,3,13,31,41.9,18,19,9,10,11,40,24,0,883,34,214,488,182,10,883,10,5,50.0,5,50.0,449,1715,590,10,10,1,19,13,603,40,78,6,12,13,10,1.52,22,23,18.6,24.8,26,10,0,0,72,9,13,40.9
Harry Maguire,Manchester Utd,eng ENG,DF,30,22,18,"1,653",2,2,0,4,0,2.0,2.0,1.2,20,73,2,0.11,0.11,0.22,0.11,0.07,0.18,0.11,,,,,,,,,,,,,,,,2,20,3,15.0,1.09,0.16,0.10,0.67,11.5,0,0,0,2.0,2.0,0.10,0.0,0.0,917,1103,83.1,16999,6419,382,423,90.3,412,472,87.3,102,176,58.0,2,1.2,0.9,+0.8,6,78,6,0,73,1018,83,36,0,13,3,2,0,0,0,0,2,3,24,1.31,19,0,0,1,1,3,4,0.22,2,0,0,1,1,0,24,17,14,10,0,12,22,54.5,10,33,24,9,25,49,83,1,1313,201,626,603,89,36,1313,2,0,0.0,2,100.0,702,4638,2771,20,13,2,9,2,782,2,88,17,4,20,3,1.68,33,29,30.6,36.1,21,10,6,0,78,69,19,78.4
Harry Toffolo,Nott'ham Forest,eng ENG,DF,27,23,15,"1,459",3,1,0,3,0,1.6,1.6,1.5,10,42,34,0.19,0.06,0.25,0.10,0.10,0.20,0.10,,,,,,,,,,,,,,,,1,8,5,62.5,0.49,0.31,0.13,0.20,14.4,0,0,0,1.6,1.6,0.21,-0.6,-0.6,424,590,71.9,6959,2983,207,244,84.8,159,216,73.6,41,96,42.7,3,1.5,1.2,+1.5,18,40,10,10,42,465,125,15,0,0,47,97,13,11,1,0,0,15,25,1.54,16,7,0,2,0,0,4,0.25,4,0,0,0,0,0,26,14,20,6,0,15,24,62.5,9,34,13,21,14,40,49,0,745,70,283,296,172,12,745,3,1,33.3,2,66.7,272,966,475,10,7,1,7,5,343,34,88,12,8,18,9,0.91,18,29,20.6,24.0,17,2,0,0,57,25,15,62.5
Harry Wilson,Fulham,wls WAL,FW,26,35,16,"1,620",6,4,0,6,0,3.4,3.4,3.5,41,60,130,0.33,0.22,0.56,0.19,0.19,0.38,0.19,,,,,,,,,,,,,,,,4,40,13,32.5,2.22,0.72,0.10,0.31,19.1,3,0,0,3.4,3.4,0.08,+0.6,+0.6,478,632,75.6,7538,1644,254,294,86.4,153,196,78.1,48,83,57.8,6,3.5,2.7,+2.5,22,34,26,7,60,591,38,13,3,9,42,5,19,7,6,0,3,21,65,3.61,42,4,5,4,8,2,10,0.56,9,0,0,0,1,0,21,14,9,8,4,11,28,39.3,17,27,3,24,10,31,12,0,828,24,118,352,371,53,828,34,15,44.1,16,47.1,505,3258,1513,41,25,17,32,12,606,130,76,5,19,22,1,1.26,21,30,20.6,32.1,21,40,5,0,78,5,6,45.5
Harvey Barnes,Newcastle Utd,eng ENG,"FW,MF",25,21,7,802,3,5,0,2,0,3.6,3.6,3.2,45,34,79,0.34,0.56,0.90,0.40,0.36,0.76,0.40,,,,,,,,,,,,,,,,5,27,12,44.4,3.03,1.35,0.19,0.42,16.0,0,0,0,3.6,3.6,0.13,+1.4,+1.4,208,272,76.5,2981,750,128,147,87.1,68,84,81.0,7,16,43.8,3,3.2,1.9,-0.2,13,11,17,3,34,262,8,2,1,2,12,4,0,0,0,0,2,13,29,3.25,18,0,5,3,3,0,6,0.67,4,0,2,0,0,0,6,1,3,2,1,1,2,50.0,1,1,0,1,5,11,3,0,360,5,48,117,200,60,360,25,7,28.0,14,56.0,266,1782,1093,45,21,23,12,16,285,79,67,1,14,24,0,1.76,24,10,19.7,10.1,5,21,2,0,43,4,8,33.3
Harvey Elliott,Liverpool,eng ENG,"MF,FW",20,34,11,"1,352",6,3,0,2,0,2.7,2.7,3.5,44,128,122,0.40,0.20,0.60,0.18,0.23,0.42,0.18,,,,,,,,,,,,,,,,3,49,16,32.7,3.26,1.07,0.06,0.19,20.8,2,0,0,2.7,2.7,0.06,+0.3,+0.3,825,986,83.7,13081,3101,457,496,92.1,278,323,86.1,66,105,62.9,6,3.5,4.6,+2.5,37,76,45,11,128,932,44,4,3,8,62,10,19,9,7,0,10,17,78,5.19,61,9,2,3,1,2,10,0.67,6,1,1,0,1,1,27,17,8,14,5,10,31,32.3,21,27,0,27,6,33,7,0,1141,8,91,546,512,71,1141,20,9,45.0,10,50.0,722,3946,1753,44,50,9,15,9,860,122,77,4,23,22,4,2.15,41,13,37.2,18.6,7,13,1,0,78,9,13,40.9
Hjalmar Ekdal,Burnley,se SWE,DF,24,8,5,437,0,0,0,2,0,0.1,0.1,0.1,5,11,1,0.00,0.00,0.00,0.01,0.01,0.03,0.01,,,,,,,,,,,,,,,,0,2,1,50.0,0.41,0.21,0.00,0.00,16.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,191,217,88.0,3404,938,66,71,93.0,109,120,90.8,12,17,70.6,0,0.1,0.0,-0.1,1,8,0,0,11,213,4,4,0,2,0,0,0,0,0,0,0,1,2,0.41,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,2,2,2,0,2,4,50.0,2,10,5,5,6,10,21,0,268,36,131,124,15,3,268,3,2,66.7,1,33.3,142,885,523,5,4,0,2,1,150,1,75,0,3,21,12,0.88,2,8,5.1,7.7,8,2,0,0,26,4,9,30.8
Hugo Bueno,Wolves,es ESP,"DF,MF",20,22,7,741,0,0,0,1,0,0.3,0.3,0.8,22,8,40,0.00,0.00,0.00,0.03,0.09,0.13,0.03,,,,,,,,,,,,,,,,0,5,0,0.0,0.61,0.00,0.00,N/a,18.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,318,406,78.3,4380,1005,211,237,89.0,92,117,78.6,11,27,40.7,0,0.8,0.7,-0.8,6,11,8,8,8,358,46,1,0,1,29,45,0,0,0,0,2,18,17,2.07,14,0,1,1,1,0,2,0.24,2,0,0,0,0,0,21,14,12,7,2,12,19,63.2,7,17,4,13,6,27,24,0,517,33,180,208,130,9,517,23,8,34.8,11,47.8,266,1575,785,22,9,2,7,14,306,40,76,1,15,14,11,1.14,7,16,7.8,13.5,7,6,1,1,37,9,12,42.9
Hwang Hee-chan,Wolves,kr KOR,"FW,MF",27,29,25,"2,119",3,11,1,6,0,7.7,6.9,3.0,37,37,120,0.13,0.47,0.59,0.33,0.13,0.45,0.29,,,,,,,,,,,,,,,,12,44,17,38.6,1.87,0.72,0.25,0.65,12.2,0,1,1,7.7,6.9,0.16,+4.3,+4.1,424,551,77.0,5661,1028,256,312,82.1,131,162,80.9,13,21,61.9,3,3.0,2.9,0.0,17,19,7,2,37,508,43,1,3,3,11,10,4,0,0,0,0,23,48,2.04,29,0,8,6,4,1,9,0.38,4,0,3,1,1,0,20,10,11,8,1,9,24,37.5,15,19,1,18,10,30,9,0,777,13,100,345,344,103,776,69,36,52.2,30,43.5,478,2586,999,37,21,24,55,31,564,120,80,14,4,32,0,1.31,35,37,29.2,39.3,31,32,15,0,75,7,44,13.7
Ian Maatsen,Chelsea,nl NED,"FW,MF",21,12,1,209,0,0,0,1,0,0.8,0.8,0.1,9,8,15,0.00,0.00,0.00,0.35,0.04,0.39,0.35,,,,,,,,,,,,,,,,0,5,0,0.0,2.15,0.00,0.00,N/a,17.1,0,0,0,0.8,0.8,0.16,-0.8,-0.8,97,138,70.3,1316,400,60,73,82.2,26,46,56.5,4,8,50.0,0,0.1,0.2,-0.1,2,6,2,1,8,126,12,0,1,0,8,11,1,0,1,0,0,1,5,2.15,3,1,0,1,0,0,0,0.00,0,0,0,0,0,0,3,2,1,1,1,0,4,0.0,4,4,0,4,3,6,10,0,179,7,49,56,75,8,179,4,0,0.0,4,100.0,100,555,315,9,5,2,8,7,117,15,57,0,11,14,8,1.67,2,5,4.5,5.2,5,1,0,0,11,3,5,37.5
Ibrahim Sangaré,Nott'ham Forest,ci CIV,MF,25,17,13,"1,035",0,0,0,6,0,0.6,0.6,0.4,5,44,7,0.00,0.00,0.00,0.06,0.03,0.09,0.06,,,,,,,,,,,,,,,,0,8,0,0.0,0.70,0.00,0.00,N/a,17.0,0,0,0,0.6,0.6,0.08,-0.6,-0.6,339,425,79.8,5477,1680,181,207,87.4,115,136,84.6,32,50,64.0,0,0.4,0.4,-0.4,7,34,5,0,44,414,8,7,3,6,2,1,0,0,0,0,3,16,18,1.57,15,0,0,1,1,1,2,0.17,2,0,0,0,0,0,42,23,25,13,4,12,29,41.4,17,24,7,17,16,58,21,0,554,36,176,289,92,12,554,12,6,50.0,6,50.0,279,1219,532,5,4,0,10,8,327,7,73,4,4,20,7,0.88,12,16,13.9,15.0,22,9,2,0,70,8,16,33.3
Ibrahima Konaté,Liverpool,fr FRA,DF,24,22,17,"1,574",0,0,0,5,1,0.7,0.7,0.4,24,118,3,0.00,0.00,0.00,0.04,0.02,0.06,0.04,,,,,,,,,,,,,,,,0,11,2,18.2,0.63,0.11,0.00,0.00,11.6,0,0,0,0.7,0.7,0.06,-0.7,-0.7,1286,1463,87.9,22733,9043,514,566,90.8,673,718,93.7,81,140,57.9,0,0.4,0.5,-0.4,8,145,8,0,118,1426,35,24,5,6,1,11,0,0,0,0,2,8,24,1.37,24,0,0,0,0,0,1,0.06,1,0,0,0,0,0,36,22,22,13,1,18,24,75.0,6,18,12,6,20,56,51,1,1622,86,533,1018,80,16,1622,10,6,60.0,1,10.0,1081,5747,3590,24,17,0,8,5,1162,3,87,14,5,20,11,2.00,38,18,41.3,21.9,25,13,0,0,97,77,31,71.3
